,CovSF
2022-04-11,0.20291273295879364
2022-04-12,0.10752135887742043
2022-04-13,0.08414946372310321
2022-04-14,0.09065881837159395
2022-04-15,0.0724778319709003
2022-04-16,0.18057154025882483
2022-04-17,0.3790103830397129
2022-04-18,0.6060218475759029
2022-04-19,0.798369973897934
2022-04-20,0.8740583807229996
2022-04-21,0.8907706439495087
2022-04-22,0.8463844209909439
2022-04-23,0.8360771536827087
+1,0.831842323144277
+2,0.825100839138031
+3,0.9597223997116089
